date,visitors,pageviews,sessions,bounced_sessions,avg_session_duration_secs,awards_week,awards_night
2020-01-19,55119,79862,59662,24384,108,0,0
2020-01-20,46281,71863,51351,21311,118,1,0
2020-01-21,60163,91734,65946,25805,119,1,0
2020-01-22,86179,130932,95372,39408,113,1,0
2020-01-23,166060,245647,186227,79482,91,1,0
2020-01-24,145152,209696,156763,67173,109,1,0
2020-01-25,208046,304052,225912,101458,111,1,0
2020-01-26,2261512,6688450,2634408,796382,230,1,1
2020-01-27,1473248,2837611,1563182,480366,142,1,0
2020-01-28,402339,741599,412677,150009,145,1,0
2020-01-29,185134,352986,191260,73119,140,1,0
2020-01-30,109443,217120,115193,47690,123,0,0
2020-01-31,106853,190538,110860,46916,113,0,0
2020-02-01,98319,160279,101703,44597,101,0,0
2020-02-02,94254,145051,98917,44790,90,0,0
2020-02-03,80043,117792,84444,34884,101,0,0
2020-02-04,54334,76752,57429,24907,88,0,0
2020-02-05,41409,59957,44059,20298,95,0,0
2020-02-06,38833,55270,40895,18882,93,0,0
2020-02-07,35022,50920,37638,17732,91,0,0
2020-02-08,35951,49920,38169,18593,87,0,0
2020-02-09,74640,94059,76864,40008,67,0,0
2020-02-10,86393,105695,90116,37795,69,0,0
2020-02-11,40484,53623,42351,18410,88,0,0
2020-02-12,32930,44242,34861,16103,88,0,0
2020-02-13,30210,37863,31760,13892,81,0,0
2020-02-14,29348,37498,30809,13812,76,0,0
2020-02-15,28108,38672,29910,14372,82,0,0
2020-02-16,32926,43729,34668,16870,81,0,0
2020-02-17,38721,50771,41253,15829,90,0,0
2020-02-18,24945,34840,26615,11969,86,0,0
2020-02-19,24581,33734,25646,11834,82,0,0
2020-02-20,20553,28565,21641,10460,77,0,0
2020-02-21,20345,28083,21325,10089,78,0,0
2020-02-22,58424,67710,62112,18261,135,0,0
2020-02-23,33560,41266,35563,14777,101,0,0
2020-02-24,30211,37848,31455,17427,67,0,0
2020-02-25,20889,27990,22033,10783,76,0,0
2020-02-26,18030,25466,18918,9448,80,0,0
2020-02-27,24088,30779,25444,10158,82,0,0
2020-02-28,23395,28951,25249,10009,81,0,0
2020-02-29,26798,31915,28524,9867,64,0,0
2020-03-01,22925,28553,23772,10522,67,0,0
2020-03-02,19381,25174,20194,10316,71,0,0
2020-03-03,15908,21840,16960,8569,79,0,0
2020-03-04,19766,25415,21044,8578,79,0,0
2020-03-05,19719,25816,20616,10162,74,0,0
2020-03-06,17548,22707,18565,9385,73,0,0
2020-03-07,16518,21999,17327,8775,73,0,0
2020-03-08,16027,20817,16535,8662,67,0,0
2020-03-09,15133,19590,15822,7646,77,0,0
2020-03-10,16815,21118,17430,7905,75,0,0
2020-03-11,15536,19998,16293,8383,70,0,0
2020-03-12,13219,17624,13890,7125,74,0,0
2020-03-13,12177,16851,12866,6059,77,0,0
2020-03-14,12401,16713,13104,6195,72,0,0
2020-03-15,11101,15447,11715,5660,78,0,0
2020-03-16,10969,15387,11642,5463,93,0,0
2020-03-17,12614,16372,13445,6340,88,0,0
2020-03-18,13580,17298,14544,6531,89,0,0
2020-03-19,13637,17323,14645,6661,81,0,0
2020-03-20,12790,16987,13633,6191,89,0,0
2020-03-21,13464,18264,14459,6831,84,0,0
2020-03-22,12115,16473,12827,6018,88,0,0
2020-03-23,12679,17714,13692,6140,105,0,0
2020-03-24,13124,18239,14214,6353,96,0,0
2020-03-25,15150,19976,16146,6585,87,0,0
2020-03-26,13628,18809,14732,6403,101,0,0
2020-03-27,14196,19066,15159,6534,96,0,0
2020-03-28,14730,19145,15784,6305,93,0,0
2020-03-29,15682,21407,16645,7208,97,0,0
2020-03-30,16101,21582,17169,7534,97,0,0
2020-03-31,20813,26030,22255,9314,107,0,0
2020-04-01,18988,24232,20242,9103,100,0,0
2020-04-02,16097,21916,17381,8095,89,0,0
2020-04-03,17584,22465,18822,8158,92,0,0
2020-04-04,15075,20446,16082,6945,91,0,0
2020-04-05,14318,20032,15247,6881,95,0,0
2020-04-06,16350,22036,17404,8274,92,0,0
2020-04-07,30882,32583,32742,13225,83,0,0
2020-04-08,23459,24826,24662,8982,96,0,0
2020-04-09,37775,41731,39371,14891,60,0,0
2020-04-10,59911,66116,62197,22995,54,0,0
2020-04-11,34484,41875,36325,14338,66,0,0
2020-04-12,29392,37028,31142,12003,79,0,0
2020-04-13,24009,30853,25702,10222,91,0,0
2020-04-14,21789,27991,23546,9360,87,0,0
2020-04-15,25039,31789,27023,9661,80,0,0
2020-04-16,24642,31949,26363,10575,82,0,0
2020-04-17,26872,33662,28514,11272,75,0,0
2020-04-18,28685,35680,30333,12798,70,0,0
2020-04-19,22772,29453,24265,10022,81,0,0
2020-04-20,23122,31876,24920,10778,90,0,0
2020-04-21,64079,84543,69876,23591,95,0,0
2020-04-22,46135,67713,49576,15805,116,0,0
2020-04-23,45185,68731,49096,15083,125,0,0
2020-04-24,35853,48940,39106,12988,103,0,0
2020-04-25,38782,54324,42047,12350,121,0,0
2020-04-26,31371,42570,33966,11559,112,0,0
2020-04-27,21492,30360,23091,8964,119,0,0
2020-04-28,20397,27741,22061,9769,103,0,0
2020-04-29,20771,28566,22195,9911,99,0,0
2020-04-30,19230,26856,20799,9038,97,0,0
2020-05-01,18276,25436,19412,8505,99,0,0
2020-05-02,17143,23845,18166,7561,99,0,0
2020-05-03,18068,24951,19365,7925,95,0,0
2020-05-04,18477,23477,19831,7814,100,0,0
2020-05-05,20217,35919,21935,9533,101,0,0
2020-05-06,25702,44704,27667,14833,84,0,0
2020-05-07,22901,41383,24346,11964,94,0,0
2020-05-08,20690,37348,22338,10535,103,0,0
2020-05-09,20417,36676,21986,9980,106,0,0
2020-05-10,18201,33186,19446,9360,94,0,0
2020-05-11,18382,33614,19754,9546,98,0,0
2020-05-12,17456,32518,18748,8827,95,0,0
2020-05-13,18307,34197,19862,8891,99,0,0
2020-05-14,23339,39684,24683,10886,85,0,0
2020-05-15,24307,40751,25877,10988,78,0,0
2020-05-16,22974,37936,24286,10477,77,0,0
2020-05-17,19652,33729,20745,8906,86,0,0
2020-05-18,17842,32873,19081,8961,93,0,0
2020-05-19,17582,32037,18723,8855,88,0,0
2020-05-20,18808,34488,20236,9522,93,0,0
2020-05-21,19197,34716,20620,9877,86,0,0
2020-05-22,18912,33561,20010,9487,84,0,0
2020-05-23,16808,30077,17918,8340,84,0,0
2020-05-24,16070,28483,16947,7859,85,0,0
2020-05-25,16047,29415,17177,7792,92,0,0
2020-05-26,26587,48552,28423,12160,106,0,0
2020-05-27,27123,44770,29156,14054,102,0,0
2020-05-28,20603,35983,22404,10795,90,0,0
2020-05-29,21668,37088,23274,9464,117,0,0
2020-05-30,21981,35284,23259,9860,102,0,0
2020-05-31,17602,29880,18760,7996,93,0,0
2020-06-01,15862,28598,17168,8114,91,0,0
2020-06-02,13375,23992,14175,6579,91,0,0
2020-06-03,13735,26006,14885,6606,95,0,0
2020-06-04,27496,45073,29073,11653,85,0,0
2020-06-05,48315,84975,61681,32944,119,0,0
2020-06-06,21293,34355,22312,8035,76,0,0
2020-06-07,16361,28845,17410,7710,85,0,0
2020-06-08,19655,34801,20928,8930,88,0,0
2020-06-09,23422,41381,25258,11857,88,0,0
2020-06-10,29706,53417,32190,13485,91,0,0
2020-06-11,24169,43314,25810,10792,88,0,0
2020-06-12,21841,37740,23290,10306,79,0,0
2020-06-13,18297,31078,19471,8648,76,0,0
2020-06-14,16177,28864,17332,7386,81,0,0
2020-06-15,20985,38959,22628,9764,88,0,0
2020-06-16,21380,39155,22994,10490,85,0,0
2020-06-17,22351,38691,24136,13242,79,0,0
2020-06-18,23241,40393,24778,13113,77,0,0
2020-06-19,23572,42255,25011,12206,72,0,0
2020-06-20,29808,52223,31650,15838,64,0,0
2020-06-21,27455,47797,28851,14363,65,0,0
2020-06-22,28339,52348,30352,14788,74,0,0
2020-06-23,24640,43860,26255,12763,74,0,0
2020-06-24,23164,40684,24684,11656,84,0,0
2020-06-25,20832,37499,22355,10823,81,0,0
2020-06-26,19324,34472,20770,9850,75,0,0
2020-06-27,18136,32023,19323,9264,75,0,0
2020-06-28,20536,36420,21772,10175,76,0,0
2020-06-29,26433,45409,27907,11459,87,0,0
2020-06-30,35064,56582,38086,14062,139,0,0
2020-07-01,24986,42994,26822,10981,107,0,0
2020-07-02,18807,33232,20055,8686,92,0,0
2020-07-03,17396,30603,18432,7959,84,0,0
2020-07-04,16752,28733,17608,8137,77,0,0
2020-07-05,16869,29572,18098,8552,78,0,0
2020-07-06,19477,35569,20966,9574,91,0,0
2020-07-07,17648,31629,18972,8722,90,0,0
2020-07-08,29782,60872,32323,12739,86,0,0
2020-07-09,21380,38811,22975,10551,89,0,0
2020-07-10,16371,28987,17417,8484,80,0,0
2020-07-11,14982,26435,16021,7747,82,0,0
2020-07-12,14076,25318,15095,7216,86,0,0
2020-07-13,14342,26365,15397,7242,90,0,0
2020-07-14,14802,27524,16145,7623,93,0,0
2020-07-15,15204,28213,16537,7856,93,0,0
2020-07-16,15185,27360,16590,8156,90,0,0
2020-07-17,18814,32114,20145,9745,103,0,0
2020-07-18,16224,27987,17553,8319,97,0,0
2020-07-19,17271,29618,18326,8267,88,0,0
2020-07-20,15790,29030,16990,7729,96,0,0
2020-07-21,17879,31519,18997,8143,104,0,0
2020-07-22,17955,31411,19111,8243,97,0,0
2020-07-23,22184,35867,23298,9166,81,0,0
2020-07-24,18907,32744,20051,9224,83,0,0
2020-07-25,17242,30466,18316,8327,88,0,0
2020-07-26,16431,28503,17479,8071,79,0,0
2020-07-27,15994,29142,17086,7747,90,0,0
2020-07-28,16399,30388,17477,7855,85,0,0
2020-07-29,18741,33459,19872,8796,84,0,0
2020-07-30,23396,39715,24676,9432,71,0,0
2020-07-31,18489,32087,19543,8148,74,0,0
2020-08-01,16783,28577,17593,7423,73,0,0
2020-08-02,15668,27637,16573,7352,76,0,0
2020-08-03,15107,28168,16213,7682,81,0,0
2020-08-04,15052,27217,16151,7666,89,0,0
2020-08-05,14392,26982,15454,7414,95,0,0
2020-08-06,15105,28705,16552,7696,94,0,0
2020-08-07,15608,28365,16562,7460,85,0,0
2020-08-08,18067,31331,19119,8656,76,0,0
2020-08-09,15609,27194,16507,7610,77,0,0
2020-08-10,15440,27626,16267,7480,83,0,0
2020-08-11,15179,28015,16243,7591,91,0,0
2020-08-12,15505,28978,16659,8012,89,0,0
2020-08-13,18518,34109,19966,8991,91,0,0
2020-08-14,17607,31522,18648,8549,84,0,0
2020-08-15,15198,26650,16221,7566,87,0,0
2020-08-16,18845,32584,19945,8830,82,0,0
2020-08-17,20149,34144,21464,10091,108,0,0
2020-08-18,16633,29941,17981,8407,100,0,0
2020-08-19,17390,30874,18507,8416,96,0,0
2020-08-20,23890,40386,25341,11052,106,0,0
2020-08-21,63836,99296,68023,22537,118,0,0
2020-08-22,31064,54059,32496,13005,99,0,0
2020-08-23,24374,47142,25923,10720,85,0,0
2020-08-24,19051,36209,20382,8789,82,0,0
2020-08-25,17617,32245,18817,8303,90,0,0
2020-08-26,16292,29901,17442,8001,82,0,0
2020-08-27,15185,28378,16268,7609,80,0,0
2020-08-28,15579,28805,16751,7599,84,0,0
2020-08-29,17340,29594,18249,8570,78,0,0
2020-08-30,26580,43533,27777,13342,77,0,0
2020-08-31,28489,49997,29939,12940,79,0,0
2020-09-01,24444,44794,26226,12022,86,0,0
2020-09-02,25389,47134,27168,12101,83,0,0
2020-09-03,25754,48723,27196,11619,85,0,0
2020-09-04,24490,44844,25848,11156,80,0,0
2020-09-05,20222,35989,21380,9530,81,0,0
2020-09-06,20543,34324,21443,9755,90,0,0
2020-09-07,18803,32470,19678,8551,95,0,0
2020-09-08,16430,30171,17492,8148,85,0,0
2020-09-09,24942,41787,25973,10268,88,0,0
2020-09-10,24601,42931,26156,11462,88,0,0
2020-09-11,19487,35094,20521,8385,83,0,0
2020-09-12,17581,30172,18700,7927,72,0,0
2020-09-13,16829,30457,17905,7891,79,0,0
2020-09-14,17142,32163,18301,8172,93,0,0
2020-09-15,16621,31054,17803,7855,94,0,0
2020-09-16,20877,38227,22222,10425,82,0,0
2020-09-17,20512,37859,21946,9766,81,0,0
2020-09-18,203599,382632,242593,29985,69,0,0
2020-09-19,98663,166622,108305,19506,59,0,0
2020-09-20,54400,93627,59552,15282,62,0,0
2020-09-21,38523,70581,42353,13990,76,0,0
2020-09-22,37235,63629,40488,13309,75,0,0
2020-09-23,26278,46667,28131,11410,87,0,0
2020-09-24,30034,52409,32376,12216,101,0,0
2020-09-25,37147,66274,42189,15956,142,0,0
2020-09-26,36219,58412,39910,16100,109,0,0
2020-09-27,24538,42013,26612,11412,101,0,0
2020-09-28,24366,44509,25932,10002,90,0,0
2020-09-29,75836,146462,81578,19204,171,0,0
2020-09-30,43438,91877,48359,17158,110,0,0
2020-10-01,41020,76997,43465,17799,85,0,0
2020-10-02,34921,67067,37492,16280,84,0,0
2020-10-03,28152,51979,29803,12449,79,0,0
2020-10-04,24607,45997,26375,10951,81,0,0
2020-10-05,22575,44417,24434,10485,90,0,0
2020-10-06,28241,52151,30107,12615,104,0,0
2020-10-07,37612,71687,40733,15389,144,0,0
2020-10-08,31984,58043,33973,14388,113,0,0
2020-10-09,25040,46936,27021,11422,97,0,0
2020-10-10,22129,39559,23781,9560,92,0,0
2020-10-11,21476,40992,23184,9302,93,0,0
2020-10-12,27364,53377,29733,12931,92,0,0
2020-10-13,23155,43879,24752,10711,82,0,0
2020-10-14,22916,43410,24444,10333,80,0,0
2020-10-15,21944,41694,23463,9970,86,0,0
2020-10-16,24022,44842,25633,11023,83,0,0
2020-10-17,20469,37718,21780,9216,80,0,0
2020-10-18,18254,34564,19425,8190,83,0,0
2020-10-19,17963,34833,19150,8151,87,0,0
2020-10-20,17177,33673,18261,8004,91,0,0
2020-10-21,34674,66396,37000,15189,77,0,0
2020-10-22,25334,48598,27390,11948,84,0,0
2020-10-23,20083,38755,21310,9068,83,0,0
2020-10-24,19208,37695,20524,8407,82,0,0
2020-10-25,17880,34580,19086,8108,79,0,0
2020-10-26,29907,53516,32148,13541,119,0,0
2020-10-27,20512,39791,22144,9857,90,0,0
2020-10-28,21173,43393,22735,9838,82,0,0
2020-10-29,19574,38305,20930,9339,86,0,0
2020-10-30,17623,32898,18684,8567,79,0,0
2020-10-31,13141,24495,14002,6157,76,0,0
2020-11-01,14584,27731,15478,6752,86,0,0
2020-11-02,15014,29404,16137,7112,85,0,0
2020-11-03,13986,26426,14984,6295,85,0,0
2020-11-04,13576,26365,14579,6487,83,0,0
2020-11-05,13514,27232,14694,6520,88,0,0
2020-11-06,14861,28090,15797,6872,81,0,0
2020-11-07,13135,25767,13984,5706,74,0,0
2020-11-08,13600,26410,14409,5996,85,0,0
2020-11-09,18814,34866,19966,8013,80,0,0
2020-11-10,16962,33261,18232,7649,83,0,0
2020-11-11,17079,33553,18490,7996,83,0,0
2020-11-12,18830,35501,20505,8873,89,0,0
2020-11-13,16319,30687,17412,7704,84,0,0
2020-11-14,15983,30682,17289,7405,78,0,0
2020-11-15,17175,32326,18273,7651,80,0,0
2020-11-16,20858,41662,22350,8925,88,0,0
2020-11-17,25041,51792,27188,10846,91,0,0
2020-11-18,25803,50872,27947,11378,80,0,0
2020-11-19,61532,106845,67141,25044,73,0,0
2020-11-20,42261,75620,44995,17967,65,0,0
2020-11-21,24891,48028,26896,11230,77,0,0
2020-11-22,32299,60680,34794,13323,69,0,0
2020-11-23,63653,140266,70828,26688,88,1,1
2020-11-24,1958933,4148435,2261918,630849,198,1,0
2020-11-25,762775,1441502,856904,330937,116,1,0
2020-11-26,260940,505559,290319,118915,109,0,0
2020-11-27,141310,283121,156211,62891,112,0,0
2020-11-28,113877,227719,125883,51071,112,0,0
2020-11-29,94497,189935,104784,41694,111,0,0
2020-11-30,92980,194194,100948,37331,105,0,0
2020-12-01,76758,163418,83983,32544,104,0,0
2020-12-02,63844,137753,71479,29650,103,0,0
2020-12-03,51087,107078,55955,23770,101,0,0
2020-12-04,48800,99890,52657,22701,100,0,0
2020-12-05,43764,87082,47498,20800,97,0,0
2020-12-06,42409,87619,46342,19515,96,0,0
2020-12-07,43390,96172,47278,19030,101,0,0
2020-12-08,43146,90214,46608,18737,98,0,0
2020-12-09,38797,83490,42421,17546,99,0,0
2020-12-10,44347,92506,47998,20500,96,0,0
2020-12-11,43634,97289,48654,19146,115,0,0
2020-12-12,37815,77135,41338,16978,99,0,0
2020-12-13,34527,68666,37085,15439,96,0,0
2020-12-14,32447,68981,35488,14451,102,0,0
2020-12-15,47318,103196,51756,20646,100,0,0
2020-12-16,39080,79662,43112,19629,96,0,0
2020-12-17,36052,72926,38693,17304,92,0,0
2020-12-18,34217,68546,36939,16220,91,0,0
2020-12-19,30628,60462,33394,14978,93,0,0
2020-12-20,32345,64112,35669,15991,97,0,0
2020-12-21,30430,60128,32715,14706,95,0,0
2020-12-22,30528,59146,33100,14919,92,0,0
2020-12-23,27639,52727,29873,13850,93,0,0
2020-12-24,24138,44714,25710,12130,87,0,0
2020-12-25,23066,42606,24926,12025,83,0,0
2020-12-26,27622,53539,30223,14003,90,0,0
2020-12-27,31899,59573,33770,15484,96,0,0
2020-12-28,34809,67685,37855,17296,89,0,0
2020-12-29,37251,70736,39980,16888,99,0,0
2020-12-30,47761,84979,50686,22769,97,0,0
2020-12-31,60092,104198,64141,26542,97,0,0
2021-01-01,40258,73036,42932,18659,105,0,0
2021-01-02,37616,72572,41253,19229,91,0,0
2021-01-03,52820,97686,57161,27524,89,0,0
2021-01-04,51998,111180,56799,23163,99,0,0
2021-01-05,68607,134845,73893,28169,113,0,0
2021-01-06,42536,89142,46318,18472,99,0,0
2021-01-07,53905,101276,58359,21045,121,0,0
2021-01-08,46932,84378,50215,20086,101,0,0
2021-01-09,33569,61814,35796,15661,95,0,0
2021-01-10,29415,58413,31787,14232,94,0,0
2021-01-11,28714,58685,30709,14130,92,0,0
2021-01-12,64897,110033,69036,28961,129,0,0
2021-01-13,39162,73050,42086,18603,98,0,0
2021-01-14,29025,56357,31616,14215,96,0,0
2021-01-15,27081,52345,28903,13042,94,0,0
2021-01-16,35318,68794,37345,14479,91,0,0
2021-01-17,30540,59273,33259,14774,88,0,0
2021-01-18,27897,56048,30360,13708,90,0,0
2021-01-19,30789,62492,33507,15243,94,0,0
2021-01-20,34055,73428,36975,14949,89,0,0
2021-01-21,28723,66901,31016,12205,91,0,0
2021-01-22,26986,55672,29219,12915,91,0,0
2021-01-23,26181,50255,28164,12559,85,0,0
2021-01-24,27607,54100,30227,13606,94,0,0
2021-01-25,28697,61356,31127,13236,96,0,0
2021-01-26,30624,64845,33059,14735,95,0,0
2021-01-27,28918,61156,31438,14387,93,0,0
2021-01-28,29339,62821,32152,14411,97,0,0
2021-01-29,32113,66109,34666,15562,93,0,0
2021-01-30,39955,75401,42248,20516,83,0,0
2021-01-31,45327,88713,49140,23632,83,0,0
2021-02-01,36153,74128,38762,17273,89,0,0
2021-02-02,32165,65706,34989,15735,90,0,0
2021-02-03,37163,73039,39661,18114,88,0,0
2021-02-04,32797,65509,35561,16202,95,0,0
2021-02-05,33624,66410,36262,16532,92,0,0
2021-02-06,33292,63643,35552,16248,88,0,0
2021-02-07,46467,86636,49416,23241,91,0,0
2021-02-08,36737,78679,40407,18075,92,0,0
2021-02-09,33478,69823,36131,16476,91,0,0
2021-02-10,36115,74597,39444,18086,80,0,0
2021-02-11,35117,73269,38237,17345,88,0,0
2021-02-12,31024,62657,33771,15457,94,0,0
2021-02-13,43253,78489,47351,24850,66,0,0
2021-02-14,27848,54855,30274,14029,88,0,0
2021-02-15,30025,61121,32589,14734,89,0,0
2021-02-16,40727,82037,44217,21180,87,0,0
2021-02-17,36765,74326,39900,19579,88,0,0
2021-02-18,41094,79060,44632,22062,90,0,0
2021-02-19,40017,77273,43171,21409,81,0,0
2021-02-20,39861,73759,43075,19173,86,0,0
2021-02-21,39107,77081,42827,19662,86,0,0
2021-02-22,44411,91137,48047,21708,90,0,0
2021-02-23,40381,82465,43739,20584,89,0,0
2021-02-24,41689,84093,45637,21929,89,0,0
2021-02-25,44507,92221,49002,23815,89,0,0
2021-02-26,50087,97920,53820,26082,82,0,0
2021-02-27,41470,76732,44062,21463,87,0,0
2021-02-28,57598,109205,62383,30549,87,0,0
2021-03-01,60583,128453,66476,31145,92,0,0
2021-03-02,72866,145950,79774,36090,91,0,0
2021-03-03,81467,162861,87919,38650,88,0,0
2021-03-04,94367,189496,103438,44106,88,0,0
2021-03-05,92324,183052,102226,47996,88,0,0
2021-03-06,97176,187155,109275,54179,85,0,0
2021-03-07,582099,1115885,665492,285563,79,0,0
2021-03-08,324136,652820,363088,147087,79,1,0
2021-03-09,251019,524922,279366,116692,88,1,0
2021-03-10,246802,507277,273740,109934,108,1,0
2021-03-11,278768,607396,314160,129654,100,1,0
2021-03-12,450745,958929,503666,187868,91,1,0
2021-03-13,615568,1393434,713174,256173,98,1,0
2021-03-14,3241751,8182910,4255163,1276549,246,1,1
2021-03-15,642500,812061,693603,238392,112,1,0
2021-03-16,613586,1077837,674664,208404,197,1,0
2021-03-17,441504,767342,480114,159302,177,0,0
2021-03-18,272107,497278,296177,113703,148,0,0
2021-03-19,226618,394333,240710,109933,125,0,0
2021-03-20,152729,273866,166331,73070,128,0,0
2021-03-21,104240,195150,113248,48788,128,0,0
2021-03-22,80498,155519,86778,37445,121,0,0
2021-03-23,64607,126309,70251,32211,113,0,0
2021-03-24,58285,112012,62957,29131,103,0,0
2021-03-25,62862,110626,67395,29951,111,0,0
2021-03-26,64985,103938,69565,30922,105,0,0
2021-03-27,47201,79078,50797,24429,101,0,0
2021-03-28,42852,76808,46500,22093,101,0,0
2021-03-29,40352,73935,43221,20193,106,0,0
2021-03-30,40188,72635,43001,19630,107,0,0
2021-03-31,45491,77430,48744,23383,96,0,0
2021-04-01,45032,75574,48641,23475,103,0,0
2021-04-02,39160,65835,42204,20377,96,0,0
2021-04-03,36510,60600,38740,18487,94,0,0
2021-04-04,32923,55530,35243,17270,91,0,0
2021-04-05,29312,53494,31728,15411,97,0,0
2021-04-06,29227,53140,31497,14949,104,0,0
2021-04-07,27971,50761,30287,14771,95,0,0
2021-04-08,29506,52622,31627,14941,88,0,0
2021-04-09,29088,50349,30865,14822,83,0,0
2021-04-10,23738,41628,25574,12629,85,0,0
2021-04-11,22651,40486,24187,12092,89,0,0
2021-04-12,25217,45187,26958,13684,86,0,0
2021-04-13,24729,44086,26468,13849,87,0,0
2021-04-14,22644,41598,24550,12671,95,0,0
2021-04-15,24493,43446,26273,13313,94,0,0
2021-04-16,23283,41595,24807,12379,92,0,0
2021-04-17,22982,38317,24274,11198,78,0,0
2021-04-18,20971,36750,22295,11181,85,0,0
2021-04-19,25846,44808,27556,15699,77,0,0
2021-04-20,26076,44591,27668,15802,77,0,0
2021-04-21,22104,40237,23719,11661,88,0,0
2021-04-22,21250,39483,23004,11169,96,0,0
2021-04-23,27086,48969,29119,15579,85,0,0
2021-04-24,29414,50866,31838,16333,91,0,0
2021-04-25,33957,59096,36257,18745,80,0,0
2021-04-26,36892,66310,38977,18807,83,0,0
2021-04-27,25989,47810,27922,13869,90,0,0
2021-04-28,25358,46269,27380,13474,95,0,0
2021-04-29,21759,40180,23695,11639,93,0,0
2021-04-30,25030,44062,26698,13010,93,0,0
2021-05-01,22972,39628,24539,11519,87,0,0
2021-05-02,21619,37451,22833,10801,89,0,0
2021-05-03,22124,40817,23727,11537,92,0,0
2021-05-04,21448,39030,23172,11452,86,0,0
2021-05-05,20466,36675,22102,10556,85,0,0
2021-05-06,20035,35707,21535,10066,89,0,0
2021-05-07,19315,34128,20661,9790,85,0,0
2021-05-08,18516,31694,19520,9138,84,0,0
2021-05-09,20668,35942,22195,10308,86,0,0
2021-05-10,22768,40232,24365,10909,91,0,0
2021-05-11,23819,41665,25206,11631,87,0,0
2021-05-12,20173,36872,21761,10524,87,0,0
2021-05-13,18788,33973,20233,9872,93,0,0
2021-05-14,18778,33005,20082,9849,87,0,0
2021-05-15,16338,27774,17358,8320,80,0,0
2021-05-16,16910,29617,17988,8699,85,0,0
2021-05-17,16762,31251,18179,9048,91,0,0
2021-05-18,18661,33123,19866,9508,95,0,0
2021-05-19,17979,31983,19099,9573,90,0,0
2021-05-20,18174,32219,19518,9902,84,0,0
2021-05-21,18530,32337,19690,9676,82,0,0
2021-05-22,16691,28378,17546,8573,82,0,0
2021-05-23,19341,33611,20525,10146,82,0,0
2021-05-24,19598,34816,20857,10702,79,0,0
2021-05-25,16854,30591,18145,9173,87,0,0
2021-05-26,38717,65080,41699,19178,72,0,0
2021-05-27,24019,42916,25833,12845,80,0,0
2021-05-28,20149,35235,21362,10718,84,0,0
2021-05-29,16924,29265,17905,9288,83,0,0
2021-05-30,34487,58234,36626,13849,90,0,0
2021-05-31,24687,42693,25674,10771,89,0,0
2021-06-01,25628,46403,27420,11160,84,0,0
2021-06-02,25640,49256,28061,11144,76,0,0
2021-06-03,20496,38476,21876,9326,79,0,0
2021-06-04,19591,35236,20845,9447,82,0,0
2021-06-05,19252,32828,20618,10489,77,0,0
2021-06-06,17668,30073,19000,9265,91,0,0
2021-06-07,18146,32246,19561,9785,89,0,0
2021-06-08,23362,41135,25255,10956,129,0,0
2021-06-09,19686,34375,21182,10045,102,0,0
2021-06-10,19228,33348,20648,10097,95,0,0
2021-06-11,16768,29449,17886,8815,89,0,0
2021-06-12,14471,25328,15560,7675,86,0,0
2021-06-13,14403,25142,15408,7732,83,0,0
2021-06-14,14362,26251,15566,7967,90,0,0
2021-06-15,14553,26364,15693,8084,89,0,0
2021-06-16,14255,25801,15423,7928,86,0,0
2021-06-17,14559,26380,15696,8178,88,0,0
2021-06-18,14286,25481,15272,7858,82,0,0
2021-06-19,14125,23833,14860,7344,85,0,0
2021-06-20,13136,23148,14049,7105,81,0,0
2021-06-21,14472,26057,15594,8109,82,0,0
2021-06-22,15193,26440,16282,8311,90,0,0
2021-06-23,18428,31614,19705,8988,94,0,0
2021-06-24,16562,28605,17871,8877,83,0,0
2021-06-25,14926,25275,15801,8184,84,0,0
2021-06-26,13754,23432,14689,7530,80,0,0
2021-06-27,15375,25513,16274,8396,83,0,0
2021-06-28,16073,27499,17202,8837,91,0,0
2021-06-29,14471,25271,15498,7949,85,0,0
2021-06-30,13610,24530,14674,7597,93,0,0
2021-07-01,17393,30956,18503,7920,99,0,0
2021-07-02,20503,36769,21642,8028,107,0,0
2021-07-03,15617,26980,16544,7359,88,0,0
2021-07-04,18600,31629,19481,9090,76,0,0
2021-07-05,14498,25966,15267,7506,79,0,0
2021-07-06,15966,28142,17313,7823,97,0,0
2021-07-07,14022,25828,15194,7291,97,0,0
2021-07-08,13689,24186,14554,7378,88,0,0
2021-07-09,13497,25739,14450,7353,90,0,0
2021-07-10,12577,22005,13577,6824,81,0,0
2021-07-11,12435,21877,13279,6709,92,0,0
2021-07-12,14487,25176,15416,7775,84,0,0
2021-07-13,18377,33679,19801,9281,87,0,0
2021-07-14,18062,32961,19721,9672,88,0,0
2021-07-15,17168,30250,18431,9146,84,0,0
2021-07-16,18518,32725,19691,10069,89,0,0
2021-07-17,17243,30213,18260,9244,85,0,0
2021-07-18,15484,27277,16367,8385,84,0,0
2021-07-19,19044,35532,20570,9582,107,0,0
2021-07-20,18707,33719,20190,9318,105,0,0
2021-07-21,10969,18603,11851,5906,90,0,0
2021-07-22,16948,30600,18244,9340,97,0,0
2021-07-23,16681,28253,17745,9013,93,0,0
2021-07-24,14609,24739,15704,8016,87,0,0
2021-07-25,14828,25969,15880,7615,88,0,0
2021-07-26,16757,31585,19604,9430,91,0,0
2021-07-27,19312,36888,23161,10882,88,0,0
2021-07-28,23775,42911,27884,12955,91,0,0
